Gender,Age,Annual Income,Income Type,Employment Status,Education,Credit History
1,1.6955060683524414,-0.06524591646321275,3,1,4,1
1,1.148012630027788,-0.38388491090079363,1,1,3,1
0,1.026347421511198,1.3767627979308499,1,1,0,1
0,-0.7377981019793526,-0.01793095291910215,1,0,3,1
1,-0.7986307062376474,1.5288899188972436,3,0,3,1
1,0.7221844002197239,-0.2794072826065291,2,1,4,0
1,1.5738408598358518,0.05953344828767194,3,0,1,1
0,0.17469096189507025,-1.1332092495916375,1,0,3,1
0,-0.6161328934627629,0.16731455172111875,2,0,0,1
0,-0.3119698721712886,-1.4883537351242324,2,0,0,1
1,0.7221844002197239,1.4147945781724482,0,0,1,1
0,-1.5286219573371855,1.6947745502533962,3,1,1,0
0,0.17469096189507025,0.5189464814095199,0,0,1,0
0,0.7830170044780188,1.1941308021032733,2,1,2,1
1,0.8438496087363136,0.9077111443079701,3,0,2,1
1,0.3571887746699548,-1.4449694888343387,3,0,2,1
0,-0.3119698721712886,1.214683435405907,0,1,2,1
1,-0.8594633104959423,-1.6383482328995085,1,1,2,1
0,0.8438496087363136,0.8257096918024456,3,1,2,0
1,1.3305104428026724,0.48141649485994925,2,0,0,1
1,0.7221844002197239,-0.09968150857861273,0,1,1,1
1,-0.12947205939640402,-0.6649521026478015,2,1,0,1
1,0.9655148172529033,-0.9785522520946043,2,1,2,0
1,-0.49446768494617316,-0.1393023021782988,3,0,1,1
0,-0.6769654977210577,0.6868382875337834,1,1,0,1
0,-1.5894545615954805,0.09695889448473688,2,0,3,1
0,1.087180025769493,0.09005923121935619,0,1,2,0
0,-0.7986307062376474,-1.3140849674971173,0,1,4,1
1,-0.8594633104959423,1.5282417687117078,1,1,2,0
0,-1.6502871658537754,-1.0003593696273074,1,1,4,0
1,1.148012630027788,0.9192314911541056,0,0,0,0
1,1.513008255577557,0.02382246387170159,1,0,1,0
0,0.661351795961429,1.4524918292860283,3,0,1,1
1,-1.1636263317874165,0.36422675970098334,0,0,2,0
1,1.026347421511198,-0.5920247527397777,2,0,0,0
1,-1.7111197701120702,-1.3583891688890617,2,1,0,1
0,-0.3728024764295834,1.4760970408818306,3,0,0,1
0,0.9655148172529033,-1.4907790713023663,0,1,3,0
1,-0.06863945513810918,-0.9364224900347798,3,0,0,1
0,-0.12947205939640402,1.405908648209458,2,1,1,1
0,1.6955060683524414,-0.8340356687906306,0,1,2,1
0,-1.5286219573371855,-1.1912082371618375,0,1,1,1
1,1.6955060683524414,-0.9607385760276215,3,1,2,1
1,0.29635617041165996,0.025766914428308873,1,1,1,1
1,-1.4677893530788908,-0.6332345596975515,0,1,0,1
1,0.29635617041165996,0.07337459095943562,1,1,4,0
0,-0.06863945513810918,-0.8784862266760831,0,0,0,1
0,-0.06863945513810918,1.1020307515456915,2,0,0,1
1,0.9655148172529033,-0.6856510924439435,3,1,0,0
0,1.087180025769493,1.4405533210298695,0,1,0,1
0,0.5396865874448393,-1.4998740819703682,1,1,4,1
0,-0.3728024764295834,0.47332507157600284,1,1,4,0
0,1.2696778385443777,1.5647263517362207,3,0,2,0
0,-0.06863945513810918,-1.4576397795580378,3,1,2,1
0,1.148012630027788,1.434239083738521,1,1,0,1
0,-0.43363508068787826,1.1397698188002738,3,0,0,0
1,1.5738408598358518,-0.27733738362691485,0,1,2,1
0,-0.06863945513810918,-1.179541533822194,1,0,3,1
0,-1.7111197701120702,-1.5259046297443044,3,0,0,1
1,-1.3461241445623011,-1.4800532311352745,1,1,0,1
1,-0.49446768494617316,1.4238895888404501,0,0,2,1
1,1.087180025769493,-1.400079861468362,2,0,4,0
1,0.9046822129946085,-0.037939976388706144,2,0,4,0
1,-1.1027937275291217,1.116812757390007,2,1,2,1
1,-0.6161328934627629,1.2973957623084709,0,0,1,1
1,-0.43363508068787826,-0.06551772137972774,0,1,3,0
1,0.7221844002197239,0.1022695443920299,1,0,4,0
0,-0.981128519012532,0.6101893010765543,2,1,3,0
1,-1.0419611232708268,0.13647514773191718,0,0,3,1
1,-0.007806850879814322,-1.1364500005193163,0,0,0,1
0,0.9655148172529033,0.3383425684205552,2,0,4,1
0,0.6005191917031342,-0.5733538457822476,1,0,4,1
1,-1.7111197701120702,-0.2559275194337336,1,0,0,1
0,1.513008255577557,1.5989737712171104,1,1,0,1
0,-0.3728024764295834,-0.18931440681705822,3,0,4,0
0,0.661351795961429,-0.40029774624419917,1,1,1,1
1,0.661351795961429,-1.6369683002464324,0,1,1,1
1,0.4788539831865445,-0.8257769809426749,0,1,3,1
1,-1.1636263317874165,-0.6660811384548637,1,0,0,1
1,0.41802137892824964,-0.16064944215997662,0,1,2,0
0,-0.06863945513810918,0.009333171014402146,0,1,0,1
0,0.4788539831865445,1.1621414542365083,3,0,0,1
1,0.11385835763677538,-1.4973651135102297,3,0,0,1
1,1.5738408598358518,-1.0448308355832612,1,1,0,1
0,-0.981128519012532,1.2111917876322145,1,0,4,1
1,1.513008255577557,-0.4286281817732623,2,1,3,1
0,1.3305104428026724,-1.5650236296519628,3,1,4,1
1,0.17469096189507025,1.440218791901851,2,1,0,1
0,-0.06863945513810918,0.5559537661965619,3,0,1,1
0,1.6346734640941467,-0.11241452351381527,2,1,0,1
0,0.29635617041165996,-0.40395665858190105,1,0,4,1
